content,score,thumbsUpCount,reviewCreatedVersion
"Pulsa saya sampe habis 30rbu buat verifikasi doang berikut gak masuk2 di WA cs gak respon, ingin aku menghujaatt..",1,0,2.8.9
"Sangat baik , hanya BCA no 1 di Indonesia ,,,ramah2 semua org nya termasuk satpam nya....",5,0,2.9.6
Sangat baik pelayanannya dan nyaman aplikasinya,5,0,2.8.7
Sangat sulit untuk login padahal jaringan 4G,1,0,2.5.4
"Tiap aplikasinya update jadi salah terus masuknya ke app nya,",2,0,4.1.2
Kenpahan aktifin no telp harus ke bank ya pdahl d atm ya udh berhasil di aktifin tapi pas masuk mbengking engga bisa ke buka,3,0,
Mantap karena mempermudah pembayaran..,5,0,2.2.3
Ini knapa saya buka bca mobail untuk mbaking ga bisa2 padahal no aktif sudah di daftarkan tapi gagal trus,1,0,2.7.1
mbok lolosno ora mbok lolosno kono arep gawek rekening anyar war kok bolak balik kok jaringan gak stabil padahal nek di enggo delok youtube 720p lancar emboh lah gak paham aku 👎👎,1,0,
M-banking saya mau saya pndah d hp istri saya. .tp kok gk bisa msk2 ya. .no ama no atm udh smua. .tp pas verifikasi gagal trs,5,0,2.9.1
Dengn adany mbca mobile jd mudah untuk bertransaksi apapun good job,5,0,
"Top markotop,sangat membantu sekali untuk kirim/transfer uang,lebih di tingkatkan lagi yah *admin",5,0,
pernah beberapa kali saat login warna kuning nya lama baru muncul,5,0,2.0.0
"Aplikasi ini sangat membantu dalam hal kebutuhan materi, dan tidak merepotkan",5,0,2.2.0
sinyal saya sudah bagus..tapi gabisa di videocall CS NYA..,1,0,2.7.1
"udah 2 minggu ini g bisa daftar norek baru bank lain ,,, padahal pulsa berkurang ,,, napa ya ,,, adakah yg sama",1,0,2.0.4
Terimakasih BCA sangat bagus dan memudahkan semua transaksi..,5,0,2.4.0
top up flazz dunk pliss...biar makin praktis...thanqyu...,4,0,
Woi Bank BCA saya mau ngecek saldo udh ngetik pin dengan benar tapi masih merah tolong dipercepat kecepatan apknya,2,0,2.8.7
Saya sudah menginstal sampe 5x tapi masih tetep gabisa dibuka hadeuhh,1,0,2.7.7
Terimakasih BCA mobile sudah memberikan yg terbaik dan kemudahan untuk bertransaksi..,5,0,4.3.0
Bersahabat.. transaksi lebih mudah pakai BCA tap mantap.. Pokoknya man aman pokonya....,5,0,2.7.0
Sangat bagus sekali dan mempercepat transaksi,5,0,2.9.5
"Semua pasti ada kelebihan & kekurqngan. Tp s3jauh ini, oke laahh👍",5,0,
saya suka aplikasi ini dan saat saya membuat atm di bca pegawai nya rama dan baik.😊,5,0,2.2.3
Sangat memuaskan dan sangat membantu dalam proses transaksi dll,5,0,2.9.4
"Mau top up flazz ko ga bisa ya, yang muncul cuma saldo doang",3,0,2.7.2
Memberikan banyak kemudahan transaksi secara langsung dengan cepat dan aman,5,0,
"Untuk saat ini kamis 23 Mei 2019, aplikasi apa lagi trouble ya?mau transaksi warna lampunya merah terus...",5,0,2.0.3
Susah Nerima kode otp saat di update nya tolong di perbaiki,2,0,4.2.0
"Tim IT lu tolol banget, update malah jadi eror terus, setiap mau transaksi merah sama sekali gabisa ijo LOL 🤣🤣",1,0,
TERJADI KEMBALI ERROR PADA M BANKING. sistem pemeliharaan tanpa pemberitahuan.,2,0,2.8.9
To bca mobile klo cuma pengkinian data kenapa tidak bisa dilakukan secara online?? Menyusahkan!!!,1,0,4.1.8
tidak bisa di bukan selalu nutup sendiri tolong kasih pencerahan di apa² kan sudah,1,0,4.2.3
Mudah banget pengiriman apapun sangat mudah Makasih BCA MOBILE sudah memberi kemudahan DAN KENYAMANAN😊,5,0,2.3.1
"memudahkan, mempercepat, dan lebih unggul",5,0,2.5.2
"Payah, padahal saya memasukan kode pin dengan benar, smpe 3 x selalu salah sampai mbca sy jadi terblokir",1,0,2.4.0
"Sebelum diupadate bagus² aja, kok pas diperbarui malah sering keluar sendiri!!!",3,0,2.9.1
Di update buat transaksi pulsa malah jadi susah,1,0,2.9.1
"Simpel, mudah bs dimengerti secara mudah,",5,0,
Sy mau login udah masukkan no atm dan krm sms tapi tetap tdk mau login,1,0,2.2.3
"Ini kenapa dah lampu indikator merah terus?, ga bisa transaksi",2,0,4.1.3
kode otp gk dikirim2 bingung ngaktifin nya pulsa nya di sedot doang tp gk dkirim2 kode otp nya,1,0,4.3.6
"Setelah di update , lemot nya masyaallah ...",1,0,2.9.1
Mudah digunakan friendly use...BCA luar biasa..pelayanan semakin mudah,5,0,
Terlalu banyak fitur bikin berat ke smart phone lama,4,0,2.9.0
Sangat cocok untuk kebutuhan transaksi cepat dan aman,5,0,2.6.0
gmna sih cara gunainya . ko gk masuk masuk udh di ikutin caranya ttp aja gk bisa . pusing yg ada,1,0,2.0.3
Loading parah.mau transaksi juga jdi susah pdhl untuk buka aplikasi lain bgus giliran buka aplikasi ini susahnya minta ampun,3,0,2.2.5
"Suruh upgrade, pas d upgrade malah ndak bisa",3,0,
Ini kenapa.... Kok m banking gak bisa dipake..... Lagi butuh malah gak bisa dipake... SAMPAH,1,0,2.7.1
"Mantaaaap..makin lengkap fitur yg di tawarkan,hanya tinggal klik saja..👍",5,0,2.6.0
"Kenapa sms tidak terpotong padahal saya sudah gunakan sms premium,yg menyebabkan gagal login.",3,0,1.5.8
Apakah bisa no yang telah terdaftar di ganti no baru .. Soal nya no yang terdaftar hilang .. Mohon bantuan nya? #helloBCA,5,0,2.7.6
setelah di perbarui saya nggak bisa akses . setiap mau masukin kata sandi selalu keluar sendiri. tolong dong,1,0,
kok ini saya disuruh verifikasi ulang ya utk mbca nya?padahal sblm nya lancar saja..kenapa kah ini thx,4,1,2.5.8
Bagus sekali sangat² membantu dan mempermudah berteransaksi😊😊,5,0,2.9.5
106 - please insert u sim card..bca tolong perbaiki saya sudah masukin sim card di slot 2 karena slot 1 saya rusak..,5,0,2.9.1
Disaat kartu atm ketelen mesin 😖 Ini aplikasi update muluuu yaa allah 😭 trus gak bisa login aku mau blokir jadi kagak bisaaa 😭 esmosi daa,1,0,2.5.1
Tolong dong konfirm nya saya ambil uang dengan cardless saldo terpotong saat pengambilan gagal. Tapi saldo tetap terpotong,4,0,
kok klau mau krim minta kode verivikasi .gak bisa trus sih .emng harus ada pulsa berapa di hp ini .saya baru mau buat rekening,1,0,2.4.2
Selalu update yg terbaru mumbuat semua menjadi lebih mudah thanks BCA,5,0,
Bagus lebih mudah untuk transaksi dan cek,5,0,2.5.9
kecewa sm bca semakin ribet dan banyak potongan biaya administrasi secara terus menerus. sebentar lagi sy tutup akun bank bca,1,0,2.0.3
"Sore2 gangguan system, mo bayar via qris gagal terus... iya x makan gak bayar ini",2,0,4.4.0
"Ini katanya udah balik normal, tapi saya coba dari tadi kok masih error yaa",1,0,2.9.4
"saya kasih ranting dua dulu ya,soal'a uang yang di tf sama tmn saya gak masuk-masuk di transaksi ada tapi di saldo saya masih 0😢",2,0,2.8.4
Aplikasi tdk bisa buka saldo padahal sinyal bagus,1,0,4.3.0
Sangat membantu.bisa cepet transaksi.berasa punya atm sendiri,5,0,2.7.5
Sangat membantu kebutuhan cek mutasi dan transfer,5,0,2.5.2
kenapa di hp android saya tidak bisa buka bca mobile,5,0,2.7.9
iini mlh mutermulu padahal uda isi paketan bukan tambah cpt mlh.jgmpe skrg gabisa bisa,2,0,2.8.9
"Mudah penggunaannya, mudah dan asyik fiturnya",5,0,2.5.1
Pke BCA sgt mudah...apkh sdh ada layanan notifikasi via sms uang keluar masuk,5,0,2.9.0
Setiap dapat transfer knp kok selalu di potong...padahal aku gak pernah gunakan kartu saya,1,1,2.8.0
"Daftar online lebih mudah, dan betransaksi apapun bisa.",5,0,
BCA mobile ga ada pilihan untuk top up flazz ya kaya punya mandiri,3,0,2.3.1
"Kacau cek saldo erorr terus,biasanya lancar gaada kendala😪",1,0,2.8.5
sekarang aplikasinya sangat mudah dan cepat digunakan terimakasih BCA,5,0,2.8.5
Sangat mudah dan praktis dlm bertraksaksi....,5,0,2.8.5
Susah daftar gmn cara mengaktifkan BCA mobile soalnya saya sudah daftarkan tp ga bisa Mohon konfirmasi nya,2,0,2.4.0
"Bca bobile sy kok gak bisa dipakai , disarankan agar ke aplikasi bca yg baru gimana itu sy gak bisa bertransaksi ?",5,0,2.5.2
Sangat bagus dan efisien untuk membantu customer dalam bertransaksi,5,0,4.2.0
Saya suka aplikasi ini karna saya bisa transfer duit ke teman saya aplikasi ini ringkes dan simpel,5,0,
Sangat berguna dan cepat bertransaksi,4,0,2.3.1
"Mohon maaf kenapa susah terkirim otp nya,padahal pulsa dan kuota ada...tapi otp GK muncul"" pas lagi pergantian kartu atm",4,0,2.9.1
"Sekarang kalo mau login udh ga harus aktifkan lokasi, jadi ga ribet lg",5,0,4.3.3
"Sy tdk bisa bka bca mobile krn hrs perbarui akun, & aplikasi hp penuh.",1,0,2.4.2
"Knpa selalu gagal di daftar no rekening, udah beberapa kali di coba selalu gagal",1,0,1.7.1
"Gimna sih kok ga bisa dibuka mbangking nya dri siang sampe skrng , sampe sya hapus trs sya download lg tetap aja ga bisa dibuka",1,0,2.7.2
"Ini gimana update app kok tertunda terus, gak bisa tf antar bank",1,0,2.9.6
Mau login lagi susah banget gagal terus verifikasi wajahnya heran,1,0,
"Emang gini ya kalau gangguan. Pengirim uang via qris,saldo terpotong,tapi tidak masuk ke penerima.",1,0,4.2.6
"Dulu Sangat membantu,stelah di updte malah bnyak gangguan..susah bertransaksi",4,0,2.9.5
login sangat susah udah setahun lebih mau buka m bangking gabisa bisa huh,2,0,
gimana jadi susah masukin no.rek baru? enak yang lama. Sangat tidak nyaman 👎,1,0,1.8.0
"Simcard ""A"" hp sy rusak, mau buka BCA MOBILE ga bisa, keterangannya PLEASE INSERT YOUR SIMCARD, no yg sy daftarkan, sy pindah ke simcard ""B"", mohon penjelasannya. Makaaih",5,0,2.2.3
"Semoga selalu di beri lancar, dan dapat memberikan pelayanan multiguna",5,0,2.2.3
"Sangat membantu untuk transaksi apapun , terimakasih bca mobile 😊😊",5,0,2.4.3
Sangat di sayangkan ga bisa verifikasi wajah sama sekali,1,0,4.1.3
"Kenapa BCA mobile saya force close terus ya, sebelumnya gak pernah force close",1,0,
"Saya beli paket data disini kok ga masuk ya? Padahal saldo saya sudah berkurang, tolong segera diproses atau kembalikan saldo saya",1,0,2.5.9
Gak ribet antri... Terimakasih sdh diberi kemudahan bertransaksi... GoodJob,5,0,
sangat membantu sekali apa lagi dah bisa simpan dan print mutasi...,5,0,1.8.0
Rate Bintang 1 aja Kebanyakan BUG !! Setiap hari isi pulsa. Setiap Hari Isi Data lagi.... Rasanya kayak ODADING MANG OLEH !!!! NICE!! LANJUTKAN BOSKUH....,1,0,2.5.8
"Masa Vidio call g bsa"".. pdahal paketan ada dan stabil.. gmn si",1,0,2.7.0
Sering eror aneh suka tiba2 gak bisa di buka,1,0,4.1.0
Kenapa tidak bisa login? Sudah 12x kirim sms tapi masih tidak bisa.. Parah,1,0,
Tolong dong di fitur flassnya bisa top up saldo. Terimakasih,5,0,1.8.0
Rentan bahaya karena kalau masuk aplikasinya tnpa pin . Mending kembalkkan sperti semula dah,2,0,
Makin hari makin aneh ni apk mau transfer aja lama mau melakukan pembayaran aja suka gagal,1,0,2.9.4
Sangat membantu dan mudah untuk melakukan transaksi dimanapun,5,0,2.9.5
"Aktivasi terus jadi susah, beli pulsa terus. Mohon diperbaiki",2,0,
"Saya dah ikut in cara buka rekening tapi pas Video call malah ga di angkat"" gimana sih ? Nah ada marketing yang nawarin buka rekening cuma bayar 50rb .nah emang biar di angkat VC nya harus melalaui marketing nya? Apa ada kode referral?",2,0,
"Tdk nyaman dengan versi terbaru, kembalikan ke versi lama aja bos",2,1,2.9.5
"Abis ganti hp,,malah gak bisa di gunakan mbankingnya,,,,,padahal sudah masukin 16 digit no kartu,,,,trus saya coba pindah ke hp lama,,,malah gak bisa jg,,,,,,knpa ya,,,,??",5,0,2.2.5
Saya sudah daftar tapi giliran video call nya gak nyambung terus,1,0,2.8.7
Wadowwwwwww kok minta update lagi...update kemarin baru aq pakai 1x ..ini mau pakai lagi kok malah minta update 😇😇,2,0,2.5.2
"Saya tidak dapat mendaftarkan no rekening pada saat ingin transfer,padahal saya hanya pakai 1 simcard,mohon solusinya",3,0,1.7.1
Kebanyakan update.. Bukan membantu tapi mengganggu,1,0,2.5.2
Mau tanya kalo bikin ulang mbangking dengan nmor telp yg beda gmna bisa ga. Soalnya saya lupa kartu yg buat bkin mbangking taro dmna,4,0,
Apa si gak bisa di update udh 100% balik lagi harus update lagi Knpa jadi ribet gini,1,0,
Sangat gampang dan cepat untuk proses membuka ATM di aplikasi,5,0,2.8.8
Yg saya tau bca mobile emang mantap...layanan mudah dan akses lancar,5,0,2.7.5
"Kebanyakan update , maksa lagi updatenya . Lama"" muyak juga",1,0,2.5.3
Begooo app kemarin sudah daftar masa sampe 2 hari belum di ACC juga begooo BCA,2,0,
tdk bisa tf uang. internet gagal terus padahal pulsa ada. paketan ada. kecewa,2,0,1.8.0
Semenjak pake bca mobile saya merasa dipermudah.,5,0,2.3.0
Ini ngapa. bukannya makin maju makin canggih. malah makin jelek menurun tolong perbaiki ..,2,0,2.9.6
kenapa mau masuk keluar tulisan sayang nya bca mobil telah berhenti?,1,0,1.7.1
Semakin baik dan tingkatkan terus keamanannya,5,0,
"Selamat malam,,apakah sekarang sudah bisa topup Kartu FLAZZ melalui Mbanking BCA,,,kalau handphone yang sudah ada NFC nya,,apakah bisa update saldo juga d mbanking BCA,,,mohon info nya,,,terimakasih",3,3,2.4.0
ltransaksi lebih dan sangat mudah dan cepat 👍,5,0,1.6.1
Makin simple. Tapi potongan antar bca di perkecil dong. Terimakasih,5,0,4.1.3
Tidak bisa melakukan pendaftaran mobile banking melalui aplikasi bca 😞 aplikasi error,3,0,
Gak bisa transaksi klo blm di update. Ribet.,1,0,2.4.0
Niat pembaruan malah makin ribet tombol edit untuk hapus bukti tranfer HILANG trus gimana cara hapusnya????? Dan bodonya lagi saya masih pake BCA Gimana cara hapus transaksi di INBOX mbaking nyaaaa ini,1,1,
Saya sangat senang krn dg Bank BCA krn pelayanan mudah gampang nggak ribet aplikasi ini sangat baik,5,0,2.9.5
selamat malam.. mbanking saya tdk bisa digunakan katanya card sim saya tdk sesuai. padahal saya ga pernah ganti² card sim.,4,0,2.0.3
Terima kasih bca Mobile dengan ada nya apk ini sy bertransaksi semakin mudah,4,0,2.5.6
Knpa kalo video call ga pernah d angkat...sudah beberapa kali juga ....,1,0,2.5.9
knpa lg nie BCA mobile yg baru gk bsa conecting trus...,1,0,
"Yah kalau boleh berpendapat sih lebih enak sebelum di update bisa kepakai di hp saya,setelah saya update malah ngga bisa ke pakai di hp saya 🙏",2,0,
Stelah abdete kenapa g bisa saya buka,5,0,4.4.1
Banyak membantu serta memudahkan dgn sistem yg tidak ngeribetin pastinya,5,0,2.9.5
Semakin kesini makin ribet mesti bolak balik playstore mulu,2,0,2.5.2
Mantap transaksi jadi mudah dan ga perlu takut lagi kehilangan atau kerusakan kartu.,5,0,2.2.5
mbca dn mybca jadi gak bisa di buka 😮‍💨😮‍💨,1,0,4.4.3
Setelah di update malah bolak balik logout sendiri. Bagus sebelum update,1,0,2.5.3
"Koneksi dll stabil mau kirim kode aja susah,pdhal pas jam operasional",1,1,2.9.1
Kok stiap mau cek hrus prbaharuan ulang tp sdh di coba bgtu lg.,1,0,2.5.2
"Daftar buka rek online RIBET,, nunggu video call lama banget, sekali nyambung ditolak katanya burem gambar kurang jelas..Coba lagi gak nyambung2.. Hadeuh.. saya mau nyimpen duit woi bukan mau minta duit..",1,0,2.6.0
Sangat membantu karena praktis dan mudah di akses,4,0,2.9.0
Baru instal lagi. Minta kode OTP ngga dapet sms masuk tp pulsa di potong mulu,2,0,4.3.6
Setelah di update kok gak bisa login? Ada tulisan (insert your sim card),1,0,2.7.9
Knp hrs terhalang oleh update yg tdk terlalu penting???? Dan di wajibkan pulaaa.... Sangat menggangu.!!,2,0,2.4.0
"Kok tidak bisa di update yha,sistem error",1,0,
Kalau bisa warna tulisan nya jangan wrna gelap y biar kalau lg d luar rumah kelihtan angka am tulisan ny,5,0,2.3.1
Sangat bermanfaat mudah transaksi dan banyak fiktur,5,0,4.0.2
"Mobile bankingny ga bs liat smpe 12bln keblakang, klo mo transfer hrs dftr rekening dlu pdhl cm skli transfer. Selebihny okkay",3,0,2.9.5
"Ada apa ya dengan BCA, koq mau transfer ke bank lain ga bisa isi nomor rekening, giliran sudah diisi disuruh pilih bank, bolak balik kaya gitu doang",1,1,4.0.3
Ko cba msuk ke mbcanya ga bsa2 yaa eror trs pdhl semua cara udh di coba tapi ttp ajh,2,0,2.5.5
Mau bikin rekening baru kok gak bisa sms nya gagal selalu,2,0,2.5.3
Sangat memuaskan service & kecepatannya,5,0,
"Coba login device nya dibuat simpel seperti bank lain, tidak perlu pasang simcard di hp apalagi maksa harus SIM 1",1,0,4.1.3
Kok saya transfer uang ke bank lain belom nyampe juga ya udah 5 hari lo ini masak belom masuk2 juga saldo saya udah kepotong dan saya telpon ke halobca gak diangkat sama sekali,1,0,2.3.1
"Pelayanana cs nya banyak cs pada ngobrol, aktifasi nomer aja lama",1,0,2.7.1
setelah update kenapa mau transver aja susah banget,2,0,2.0.4
Kenapa suka banget update😂😂 padahal suka banget pakek mbangking buat usaha..,4,0,2.2.5
Akun saya ko ga bisa cek saldo ya,5,0,4.5.1
"Mau buka bca mobile suruh verifikasi ulang dan minta nmer 16 digit yg ada di kartu, saya belum buat kartu atm sementara ini masih m banking, gimanya caranya biar bisa buka m banking saya",5,0,4.0.3
setelah di perbarui kenapa tidak bisa cek saldo ya,2,0,
Parah susah log in nya... Dah banyak buang pulsa nih buat ngirim SMS,2,0,2.7.1
Bagus dan memuaskan semua transaksi jadi lancar,5,0,2.5.2
tolong pihak developer untuk update hp saya ga bisa login,5,0,
"Ini aplikasi buat transaksi susah amat,. Masa mau tf INVALID terus",1,0,2.9.1
"transaksi mudah, -gk bisa keluar duit langsung dari hp🤣",5,0,2.5.3
Di realme 5 pro malah keluar sendiri ga bisa dipake,1,0,2.5.3
"Sangat membantu, terima kasih. Tingkatkan terus, dan sukses selalu",5,0,
"sangat membantu, sangat mudah dingunakan",5,0,2.0.0
Kalau kerjasama dengan perusahaan transfer gajian jangan ditunda-tunda donk tepat waktu...!!!,5,0,2.8.0
"Bca mobil,pokoknya mantap dan sangat membantu dalam melakukan transaksi",5,0,2.2.5
sangat membantu nasabah dan sangat mudah di gunakan.tetap safety,5,0,1.8.0
semua jadi mudah bertransaksi trimakasih bank central asia.. majuu truuus.....sambut teknologi terbaru ...,5,0,1.8.0
"ya lumayan, walaupun loadingnya kadang agak lama",3,0,1.6.1
"Setelah update, tombol untuk show QR akun sendiri tidak ada, apakah ada halaman lain untuk melihat kode QR akun sendiri?",3,0,4.0.2
Puas pakenya appn transaksi enakan pake ini,5,0,4.2.5
Sering bgt sinyal jelek ! ? Ampe lowbat batre gw buka mbangking gabisa bisa,1,0,4.0.3
Sangat menyenangkan dan memudahkan penguna bca,5,0,1.6.1
Sangat cocok digunakan untuk melanjutkan transaksi yang lebih baik,5,0,4.2.6
"Knpa buat aktivasi, ga bisa yaa udah 3hari plsa bnyak jringan stabil",1,0,
memperbaruhi terus kenapa gtu terlalu sering update,3,0,2.5.1
"Ga bisa akses gra2 salah input,mau verifikasi disuruh masukin 16 nomor kartu atm,masalh nya aku bkin yg tanpa kartu, gmn aktifin lg mbanking nya ini ???",5,0,
Biaya Admin bulanan terlalu tinggi 7500... Makin lama makin abis saldo tabungan saya di ambil tiap bulan ma BCA.... Mending saya nyimpen duit di dompet digital saja lah... Bca makin payah... Masak tabungan di atas 5 JT bukannya bunga yang di dapat malah biaya admin potongan tiap bulan 7500 ...,2,3,2.7.6
"Gimana si ini udah di instal be berapa kali masih tidak bisa juga, tolong dong di benarkan jangan bisa nya nyuruh update doang, kasihan orang buang"" Kouta!",1,0,2.5.3
Sangat mudah digunakan dan sangat membantu dalam proses trf,5,0,2.7.0
Nama saya sudah terdaptar di BCA...tapi saya mau login lupa password n sandinya...no kartu pun saya gak ada...saya dulu bikin nya online...terus gmn,1,0,
"Pelanyanannya mudah,cepat,dan gampang di pahami",5,0,4.1.3
"Sering gangguan, pas lagi dibutuhkan eh gangguan",1,0,2.2.5
pengguna baru mbanking BCA. Kok saldo ttp terbaca 0 yaa. Padahal sudah ada dana masuk dan sdh trbaca dimutasi.,3,0,4.3.3
"Dimana pun lokasi kt berada, dan ada jarigan 4G, bca mobile Sangat membantu sy ber transaksi, solusi terbaik",5,0,
"Payah downlod lewat plystore ga bisa ,update ga bisa ada apa ini bca mobile",1,0,
"Ga jelas, potongan terus ga ada informasinya jga, 1 bulan bisa kena biaya adm 3 x",1,0,2.8.8
Cukup baik dalam transaksi dll.. semoga kedepan lebih baik lagi dan lebih berkembang lagi,4,0,4.0.7
